ID,Pred
1,0.24205297051045233
2,0.7217688536544435
3,0.8522431084281903
4,0.7019008559142113
5,0.7026361561054281
6,0.42211327772127255
7,0.6405869337521916
8,0.24638738063546908
9,0.3693206217484203
10,0.4820919704404686
11,0.3275091438458757
12,0.6816905028501228
13,0.5505088824120962
14,0.3535300797721765
15,0.17209022087121387
16,0.2744388887229971
17,0.461599840715648
18,0.4217726431517492
19,0.24750074027870103
20,0.12274743973505049
21,0.6327376187033618
22,0.9467629017133035
23,0.895624086170771
24,0.5577921823498847
25,0.3040238233528118
26,0.5989048596130968
27,0.5586170629608815
28,0.3896058815904464
29,0.7460436467795479
30,0.38950591044880273
31,0.684227744145291
32,0.8216217136873761
33,0.7147704929118112
34,0.4114251149102101
35,0.8292572761567127
36,0.8369065434969626
37,0.4563348753195136
38,0.9125304725303648
39,0.574782220418051
40,0.719667548210797
41,0.6239520851996753
42,0.8796631313602752
43,0.6031734840234183
44,0.14613205165589047
45,0.5368517777576958
46,0.2820569011624087
47,0.2632853194839367
48,0.897991039518769
49,0.9150963028702367
50,0.46416924200172693
51,0.39257319133480406
52,0.4907796613806179
53,0.6347704465472873
54,0.43001698253198883
55,0.35102180615479467
56,0.12366576532839181
57,0.46995603728181
58,0.7433671178403162
59,0.7919380725080245
60,0.9459713096229797
61,0.27806535036205393
62,0.8154886446010052
63,0.6004543921953417
64,0.24354782769616873
65,0.42670140518248234
66,0.39048268278992143
67,0.7781518480428682
68,0.6835756500741419
69,0.13119565491476204
70,0.4975740181026978
71,0.010190930533289073
72,0.19485436194776523
73,0.766619116986522
74,0.4873677697040519
75,0.9448122286320904
76,0.7907766267420535
77,0.5158653834097509
78,0.13280450277389574
79,0.7178896532125345
80,0.4398809134963665
81,0.1051215776044318
82,0.6743819368135114
83,0.15253171017690895
84,0.7480858155377148
85,0.48334422711388597
86,0.7099731318790541
87,0.3120073051580785
88,0.2115258154331985
89,0.8858391545226368
90,0.48962087453749137
91,0.38943064765066254
92,0.36724064323718
93,0.46415610001626584
94,0.508996111139905
95,0.8877421451888587
96,0.6884666093172082
97,0.6084895364884628
98,0.5135092035873329
99,0.5983113672021056
100,0.9002732027226179
101,0.42634308656752967
102,0.5881855930567803
103,0.7663157204193914
104,0.6855808118116733
105,0.41581010476225305
106,0.524404665548313
107,0.8201137624806052
108,0.4546349000720005
109,0.8830438999567938
110,0.7421014968176297
111,0.756127535346126
112,0.48007596358021704
113,0.30098079709050596
114,0.5311314791403287
115,0.47094788727322545
116,0.3729519155788011
117,0.9536410968790416
118,0.27186585946479763
119,0.5608530201886063
120,0.8060313988613876
121,0.1539789213163456
122,0.286234824614716
123,0.43993524900881675
124,0.783661416997151
125,0.3738465027039805
126,0.9025744276276776
127,0.3491721437935791
128,0.37552134858886566
129,0.2523259611415967
130,0.6577892183602813
131,0.894647334752172
132,0.4750363693868268
133,0.2350888118706023
134,0.20152760826795713
135,0.7373259326699045
136,0.46771655039173354
137,0.17623134599172033
138,0.24593214530421906
139,0.7541769405754805
140,0.5404096277710053
141,0.7132481699421551
142,0.6836552668562441
143,0.525742215705822
144,0.3078527672063077
145,0.6073961456761613
146,0.643519161919124
147,0.30856872091550974
148,0.7067878609259941
149,0.5661287110899448
150,0.26770824677717
151,0.9685746141347129
152,0.3072722122021178
153,0.4485111110938136
154,0.5224522147528201
155,0.24544471120788366
156,0.8044747075458611
157,0.5311314791403287
158,0.3627744782667615
159,0.7516754585944535
160,0.9775942402593037
161,0.36007633376799625
162,0.9009687915455245
163,0.854738140519459
164,0.8103814737620374
165,0.3643314942256461
166,0.3612748537451349
167,0.3222340423729289
168,0.6853867430310493
169,0.8364754710231834
170,0.5037120842278203
171,0.43531410098988915
172,0.6213271029724006
173,0.5387351882966646
174,0.49796268301817964
175,0.5681193373097706
176,0.6206006756391641
177,0.6756515575644961
178,0.294140655530566
179,0.9401976611610331
180,0.785041330514187
181,0.28694004645915083
182,0.7427533380639804
183,0.19871987109193204
184,0.735283470229395
185,0.3352441979652589
186,0.23127211414246504
187,0.6434503779486944
188,0.533139267361478
189,0.5037043802976489
190,0.765140540254625
191,0.9402576715071447
192,0.3589351530061875
193,0.9510196622951773
194,0.37516595602213715
195,0.6181061787343148
196,0.43758145142083915
197,0.9435230502709303
198,0.38439349842044757
199,0.6522097273718144
200,0.3854688602599324
201,0.18485256490723329
202,0.6322773709513391
203,0.6940710101313299
204,0.8008102615756123
205,0.24182099299216145
206,0.6472089175984549
207,0.7508278527918507
208,0.12080365465391409
209,0.8632040520704717
210,0.2711331058325043
211,0.35932251443137025
212,0.5467009702927748
213,0.09129912808884015
214,0.6041931639178358
215,0.5429216595009954
216,0.44568505372696726
217,0.6712443251430377
218,0.2874325476078151
219,0.15464007506528862
220,0.2813637246598225
221,0.7138858734586362
222,0.29019647225735545
223,0.21238604012455953
224,0.4190992535451763
225,0.916493493150901
226,0.3391069065241862
227,0.41457991136639105
228,0.18496331419756987
229,0.7510952290080405
230,0.5338069184737921
231,0.42460141798343654
232,0.7142936332083397
233,0.23251044223462874
234,0.5195425233428311
235,0.12007334013398205
236,0.5868997884958376
237,0.824311663539407
238,0.4111903751239536
239,0.4986939330883122
240,0.332327334927133
241,0.43982780831228263
242,0.8757286425617969
243,0.8510638324835326
244,0.7436490071914923
245,0.27798516045137583
246,0.8465120424567188
247,0.8930322256123592
248,0.7158970715084395
249,0.7816824512660503
250,0.7981134523475103
251,0.40339133242592723
252,0.331332444023
253,0.35073259927679257
254,0.6943282505020252
255,0.6650662852517414
256,0.42124211613823875
257,0.6697529531891827
